date,temperature(℃),rainfall(mm),daylight hours(h),wind speed(m/s),vapor pressure(hPa),地名
2020/10/14,20.4,202,37.6,3.9,18.3,和歌山
2020/10/21,16.6,29,36.6,3.5,13.3,和歌山
2020/10/28,16.8,71,45.6,3.4,12.3,和歌山
2020/11/4,15.5,32,51.8,3.9,11,和歌山
2020/11/11,14.5,11.5,40.1,3.3,11.2,和歌山
2020/11/18,15.3,0,55.1,3,12.4,和歌山
2020/11/25,15.6,19,34.7,4.3,12.8,和歌山
2020/12/2,11.6,0,47,3.3,9.1,和歌山
2020/12/9,10.2,0,48,3.2,8.1,和歌山
2020/12/16,9.3,0,33,5.2,7.1,和歌山
2020/12/23,6.9,1.5,25.6,3.7,6.1,和歌山
2020/12/30,8,24.5,26.3,4,7.7,和歌山
2021/1/1,7.1,22,30.8,4.8,6.8,和歌山
2021/1/8,4.7,0,23.6,4.7,5,和歌山
2021/1/15,4.5,7,38.3,3.7,5.8,和歌山
2021/1/22,7,0,42.4,4,6.5,和歌山
2021/1/29,9.1,44,23.6,4.5,8.5,和歌山
2021/2/5,7.5,6,49.6,4.1,6.2,和歌山
2021/2/12,8.4,0,49.4,2.9,6.7,和歌山
2021/2/19,8.7,24,44.2,5.2,7.4,和歌山
2021/2/26,9.9,2.5,56.5,3.8,7.1,和歌山
2021/3/5,10.3,30,33.7,4.9,8.3,和歌山
2021/3/12,10.2,13.5,37.9,3.6,8.2,和歌山
2021/3/19,12.3,21.5,55,3.7,8.6,和歌山
2021/3/26,13,33,43.9,3.9,10.2,和歌山
2021/4/2,16.1,32,57.1,3.5,10.9,和歌山
2021/4/9,14.3,33,38.5,3.7,10.3,和歌山
2021/4/16,14.6,17,54.5,3.9,10,和歌山
2021/4/23,15.8,34.5,63.3,3.4,9.7,和歌山
2021/4/30,16.4,89,51.9,4.5,12.2,和歌山
2021/5/7,16.8,50,39.8,4.6,12.6,和歌山
2021/5/14,19.7,17,46.5,2.9,15.1,和歌山
2021/5/21,22.1,90.5,3.9,4.7,23.3,和歌山
2021/5/28,19.8,51,28.9,3,16.5,和歌山
2021/6/4,22.1,15,62.2,3.6,17.8,和歌山
2021/6/11,23.4,0.5,59.2,3.2,19.3,和歌山
2021/6/18,23.3,35,29.5,3,22.1,和歌山
2021/6/25,23.5,19.5,37.8,3.2,21.4,和歌山
2021/7/2,23.8,102.5,17.3,2.9,24.7,和歌山
2021/7/9,27.1,45,15.3,3.3,30,和歌山
2021/7/16,26.2,23,42.1,2.6,27.2,和歌山
2021/7/23,27.3,7,73.8,3.4,28,和歌山
2021/7/30,28.4,0,76.9,3.3,27.7,和歌山
2021/8/6,28.8,17.5,62.6,3.3,29.3,和歌山
2021/8/13,27.7,80,27.5,5.3,28.6,和歌山
2021/8/20,25.1,370,6,5,27.5,和歌山
2021/8/27,28.1,6.5,40.4,4.4,29.7,和歌山
2021/9/3,28,32,46.5,2.9,27.2,和歌山
2021/9/10,25.8,5.5,39.1,2.9,23.9,和歌山
2021/9/17,23.9,91,7,2.3,24,和歌山
2021/9/24,25.2,63,45.8,3.5,23.4,和歌山
2021/10/1,24.1,0,26.9,3.3,21.3,和歌山
2021/10/8,23.9,0,75.9,3.4,20,和歌山
2021/10/15,24.5,0,53.8,3,21.8,和歌山
2021/10/22,16.9,8.5,30.9,4.2,12.8,和歌山
2021/10/29,15.8,32.5,46.2,4,11.7,和歌山
2021/11/5,16.5,1,55.9,2.8,12.7,和歌山
2021/11/12,15.7,37,24.8,4.3,11.5,和歌山
2021/11/19,13.4,0,48.4,3,10.3,和歌山
2021/11/26,13.5,31.5,29.7,4.5,9.7,和歌山
2021/12/3,10.2,61.5,46.6,4.5,7.8,和歌山
2021/12/10,10.8,14,36.3,4,8.8,和歌山
2021/12/17,10.6,19,44.7,4.4,8.6,和歌山
2021/12/24,7.8,5.5,31.8,4,7,和歌山
2021/12/31,6.4,6,28.4,6.8,5.9,和歌山
2022/1/1,5.7,1.5,26.5,6.6,5.5,和歌山
2022/1/8,5.6,0,45.4,3.6,5.5,和歌山
2022/1/15,5.8,11,30.7,4.9,5.7,和歌山
2022/1/22,5.2,0,30.8,4.3,5.3,和歌山
2022/1/29,5.9,16.5,28.1,3.3,6.4,和歌山
2022/2/5,5.6,0,37.8,3.9,5.3,和歌山
2022/2/12,5.4,0.5,38.8,3.6,5.5,和歌山
2022/2/19,5,22,32.6,4.2,5.8,和歌山
2022/2/26,4.7,1,48.8,4.4,5,和歌山
2022/3/5,9.2,7.5,44.2,3.3,7.2,和歌山
2022/3/12,9.2,0,60.4,3.4,6.9,和歌山
2022/3/19,14.7,36,42.3,4.1,11.2,和歌山
2022/3/26,11.1,26.5,35.2,3.8,9.2,和歌山
2022/4/2,12.3,7.5,38.5,3.9,8.8,和歌山
2022/4/9,14.3,0.5,65.7,3.5,9.8,和歌山
2022/4/16,17.8,9.5,45.7,4.1,15.2,和歌山
2022/4/23,17,12.5,51.5,2.7,12,和歌山
2022/4/30,18.7,56.5,23.9,4.5,16.9,和歌山
2022/5/7,17,7.5,67.1,3.4,12.3,和歌山
2022/5/14,18.4,81.5,23.4,2.9,15.8,和歌山
2022/5/21,18.7,0,25.7,2.7,13.6,和歌山
2022/5/28,22.3,41,76.4,3.4,17.1,和歌山
2022/6/4,22.2,19.5,64.1,3.4,16.2,和歌山
2022/6/11,21.3,22,43.6,3.6,18.6,和歌山
2022/6/18,22.5,10.5,25.3,3.1,20.9,和歌山
2022/6/25,26,23,42,4.6,27.3,和歌山
2022/7/2,28.4,0,81.2,4.3,27.9,和歌山
2022/7/9,27.4,56.5,32.9,3.5,28.7,和歌山
2022/7/16,26.9,19,30.4,3.2,28.5,和歌山
2022/7/23,27.7,14.5,44.7,4,27.5,和歌山
2022/7/30,28.9,2,69.2,3.6,28.6,和歌山
2022/8/6,29.9,9,64.8,3.5,30.5,和歌山
2022/8/13,30.2,3,68.6,4.2,31.4,和歌山
2022/8/20,29.3,10,37.4,4.4,30.6,和歌山
2022/8/27,28.7,42.5,30.3,2.7,30.1,和歌山
2022/9/3,27.5,74,47,3.5,27.4,和歌山
2022/9/10,27.5,54.5,41.6,4.2,27.4,和歌山
2022/9/17,27.9,13,55.8,2.9,27.3,和歌山
2022/9/24,24.7,101,21.3,5.2,22.6,和歌山
2022/10/1,23.7,24.5,49.1,2.7,21.1,和歌山
2022/10/8,21.4,33.5,25.4,3.8,18.4,和歌山
2022/10/15,19.5,40,37.2,3,15.9,和歌山
2022/10/22,18.9,4.5,52.4,3.3,15.6,和歌山
2022/10/29,16.1,4,55.9,3.8,11.5,和歌山
2022/11/5,16.4,10.5,57.2,2.9,13.3,和歌山
2022/11/12,15.4,0,61.1,3.3,12,和歌山
2022/11/19,14.3,20.5,44.5,3.6,11,和歌山
2022/11/26,14.8,10,26.6,3.1,12.8,和歌山
2022/12/3,12.9,14.5,29.5,4.3,10.6,和歌山
2022/12/10,10.6,1.5,34.1,3.2,7.8,和歌山
2022/12/17,8.4,17.5,22.6,4.2,7.1,和歌山
2022/12/24,5.2,14,22.3,5.8,5.8,和歌山
2022/12/31,7.2,0,45.4,3.6,6.1,和歌山
2013/1/1,4.3,48.5,20.3,3.9,6.3,滋賀
2013/1/8,2.5,13,27.8,3.5,5.6,滋賀
2013/1/15,3.5,37,23.8,3.9,6,滋賀
2013/1/22,3.7,39,21.5,4.1,6,滋賀
2013/1/29,3.2,22.5,25,4.6,5.5,滋賀
2013/2/5,5.9,10,30.1,2.9,6.9,滋賀
2013/2/12,2.4,32.5,20.1,3.9,5.6,滋賀
2013/2/19,3.1,49.5,15.4,4.1,5.8,滋賀
2013/2/26,1.8,29.5,29.6,3.7,5.4,滋賀
2013/3/5,5.4,28,37.7,3.7,6.2,滋賀
2013/3/12,8.2,4,55.2,3,7.1,滋賀
2013/3/19,9.4,26,53,3.4,8.3,滋賀
2013/3/26,7.3,2,46.1,4,6.8,滋賀
2013/4/2,9.7,11,25.4,2.4,8.9,滋賀
2013/4/9,12.1,32,37.5,4,10,滋賀
2013/4/16,10.5,2.5,54.4,2.9,7.8,滋賀
2013/4/23,11.1,20,51.2,3.9,8.8,滋賀
2013/4/30,13.4,41.5,46.9,2.5,10.2,滋賀
2013/5/7,12.2,0,71.4,4,9.1,滋賀
2013/5/14,16.6,14,64.5,1.8,12.3,滋賀
2013/5/21,18.4,17,53.9,2.8,15,滋賀
2013/5/28,20.3,8,63.9,2.5,15.2,滋賀
2013/6/4,20.3,17,39,2,17.5,滋賀
2013/6/11,21.9,0.5,44.4,2.1,17.7,滋賀
2013/6/18,25.3,1.5,54.1,2.1,22.9,滋賀
2013/6/25,21.9,92.5,11.4,2.2,21.8,滋賀
2013/7/2,23.5,32,38,2.4,19.9,滋賀
2013/7/9,27.3,30,39.9,2.1,27.2,滋賀
2013/7/16,27.7,71.5,40.5,2.4,27.4,滋賀
2013/7/23,27.2,4.5,60.3,3,24.7,滋賀
2013/7/30,27,84,37.4,2.3,28,滋賀
2013/8/6,27.1,48.5,44.8,2.5,27.7,滋賀
2013/8/13,29.3,0,78.6,2.4,29.4,滋賀
2013/8/20,29.8,2,76.5,2.2,27,滋賀
2013/8/27,27.5,32,35.4,2.8,26.5,滋賀
2013/9/3,25.9,52,20.4,2.2,25.7,滋賀
2013/9/10,23.5,39,35.5,2.8,22.6,滋賀
2013/9/17,25.1,159.5,47.6,3.4,23.4,滋賀
2013/9/24,23.2,0,73.4,1.8,19.7,滋賀
2013/10/1,22,0,62.3,3.3,16.9,滋賀
2013/10/8,22.8,0.5,29.7,2.4,20.1,滋賀
2013/10/15,21.8,51.5,36.3,3.1,18.7,滋賀
2013/10/22,17,70.5,27,3.4,14.6,滋賀
2013/10/29,16.2,53,16,3.5,14.5,滋賀
2013/11/5,14.8,10,33.5,2.5,12.8,滋賀
2013/11/12,12.8,18,20.9,2.8,11.4,滋賀
2013/11/19,10.3,13,45.4,2.8,8.8,滋賀
2013/11/26,9.9,16,31.8,3.3,8.2,滋賀
2013/12/3,7.5,6,40.6,3,6.9,滋賀
2013/12/10,8.4,13.5,33.8,3.5,7.9,滋賀
2013/12/17,6,16.5,14.8,5.2,5.7,滋賀
2013/12/24,5.4,65.5,9.8,3.7,6.9,滋賀
2013/12/31,3.8,52.5,32,3.2,6.1,滋賀
2014/1/1,3.7,52.5,25.8,3.2,6.3,滋賀
2014/1/8,3.9,34.5,34.2,3.1,5.8,滋賀
2014/1/15,2.8,2,39.8,4,5.3,滋賀
2014/1/22,2.7,19.5,21.4,3.5,5.7,滋賀
2014/1/29,4.2,7,45.1,3.1,6,滋賀
2014/2/5,5.4,15,19.8,3.4,7.4,滋賀
2014/2/12,2.7,21.5,40.8,6.1,4.7,滋賀
2014/2/19,3.4,32,29.4,6.2,5.3,滋賀
2014/2/26,4.5,0,54.4,4,5.2,滋賀
2014/3/5,7.8,22,25,3.2,8.3,滋賀
2014/3/12,2.8,25,38.7,3.7,5.6,滋賀
2014/3/19,7.6,30.5,37.2,3.1,7.8,滋賀
2014/3/26,8.4,53.5,33.5,2.7,8.3,滋賀
2014/4/2,11.4,32.5,43.4,3.3,9.9,滋賀
2014/4/9,10,12.5,49.8,3.1,8.3,滋賀
2014/4/16,11.1,0,63.5,2.7,7.5,滋賀
2014/4/23,12.5,8,32.7,2.7,10.7,滋賀
2014/4/30,15.6,41.5,51,2,11.8,滋賀
2014/5/7,15.2,3.5,56.3,2.9,11.3,滋賀
2014/5/14,17.2,18.5,62.4,3.6,12.3,滋賀
2014/5/21,17.3,28.5,56.1,3.1,13,滋賀
2014/5/28,18.8,23,50.2,2.3,15.6,滋賀
2014/6/4,23.4,1,62.9,2.2,16.1,滋賀
2014/6/11,22.7,19.5,25,2.1,20.5,滋賀
2014/6/18,22.1,6.5,35.2,2.7,18.4,滋賀
2014/6/25,23.2,5,50.6,2.5,19.5,滋賀
2014/7/2,24.4,21.5,44.3,2.5,21.7,滋賀
2014/7/9,24.3,71.5,11.6,1.9,24.9,滋賀
2014/7/16,26.1,21,37.6,2.4,25.5,滋賀
2014/7/23,26.9,4.5,47,2.2,26.1,滋賀
2014/7/30,28.5,5.5,70,2.9,25.7,滋賀
2014/8/6,28.4,8,27.1,2.1,27.8,滋賀
2014/8/13,25.8,200,21.1,3.3,26.3,滋賀
2014/8/20,27.5,139.5,35.4,1.9,29.9,滋賀
2014/8/27,26.3,80,21.1,2.1,26.6,滋賀
2014/9/3,24.2,7.5,23.2,2.2,22.5,滋賀
2014/9/10,24,55.5,35.5,2.3,23.1,滋賀
2014/9/17,22.6,0.5,57,3.5,18,滋賀
2014/9/24,20.6,8,38.1,2.8,15.9,滋賀
2014/10/1,22.3,20.5,59.6,3.8,18.8,滋賀
2014/10/8,20.3,37.5,29.9,4.1,17.7,滋賀
2014/10/15,18.9,68,24.3,3.8,16,滋賀
2014/10/22,16.6,22,40.2,2.5,13.9,滋賀
2014/10/29,15.3,4,54.4,3.5,12.3,滋賀
2014/11/5,14.8,33,21.4,2.6,13.4,滋賀
2014/11/12,14.4,8,34.2,3.1,11.8,滋賀
2014/11/19,9.8,0.5,35.5,3.7,7.6,滋賀
2014/11/26,10.3,17.5,38,1.9,9.6,滋賀
2014/12/3,10.9,31.5,30,3.6,9.8,滋賀
2014/12/10,5.3,17.5,18.6,3.4,6.3,滋賀
2014/12/17,4.7,37.5,4.2,4.8,6,滋賀
2014/12/24,3.9,35.5,20,3.8,6,滋賀
2014/12/31,5,31,30.1,3.4,6.4,滋賀
2015/1/1,4.5,45,26.9,3.7,6.1,滋賀
2015/1/8,2.7,46.5,13.2,3.6,6.2,滋賀
2015/1/15,3.9,48.5,7.9,3.9,6.3,滋賀
2015/1/22,4.3,41.5,16.6,3.2,6.5,滋賀
2015/1/29,5.3,27.5,24,3.7,6.5,滋賀
2015/2/5,3.7,17,20.8,4.8,5.7,滋賀
2015/2/12,3.7,16.5,29.4,3.8,5.7,滋賀
2015/2/19,3.8,39.5,21.2,3.9,6.1,滋賀
2015/2/26,7.3,12.5,29.4,2.3,7.9,滋賀
2015/3/5,5.9,45,28.5,4.8,6.5,滋賀
2015/3/12,5.4,35.5,22.6,3.7,6.6,滋賀
2015/3/19,9.4,45,34.2,2.1,9.1,滋賀
2015/3/26,7.7,7.5,52.6,3.7,7.3,滋賀
2015/4/2,11.8,35.5,53,2.3,9.7,滋賀
2015/4/9,11.1,37,12.9,2.6,11,滋賀
2015/4/16,11.8,38,23.8,2.2,11,滋賀
2015/4/23,13.5,39.5,44.3,2.5,11,滋賀
2015/4/30,17.8,0,78.5,2.2,11.8,滋賀
2015/5/7,18.9,3.5,55.1,2.3,13.8,滋賀
2015/5/14,18.2,35,57,3.6,12.5,滋賀
2015/5/21,18.4,62,46.5,2.8,14.9,滋賀
2015/5/28,20.6,0,62.2,2,14.2,滋賀
2015/6/4,21.7,33.5,53,3.2,17.8,滋賀
2015/6/11,19.1,52,19.1,2.2,17,滋賀
2015/6/18,22.8,10.5,34.1,2,20.2,滋賀
2015/6/25,22.8,19.5,43.4,2.2,20.9,滋賀
2015/7/2,21.6,115.5,21.9,3,20.1,滋賀
2015/7/9,22.6,50.5,6.3,1.6,23.1,滋賀
2015/7/16,28.2,15.5,53.5,3,26.2,滋賀
2015/7/23,26.5,121,18.6,3.1,26.9,滋賀
2015/7/30,28.2,9.5,58.9,2.4,27.5,滋賀
2015/8/6,29.9,0,71,2.1,29.3,滋賀
2015/8/13,28.7,27,57.7,2.2,27.2,滋賀
2015/8/20,26.5,98,34.8,2.4,26,滋賀
2015/8/27,26.1,16.5,44,3.7,24.2,滋賀
2015/9/3,24.5,40,16.5,2,25.3,滋賀
2015/9/10,22.8,142,19.2,2.7,22.7,滋賀
2015/9/17,21.7,38.5,37.6,2.9,18.6,滋賀
2015/9/24,21.9,1.5,46.9,3.2,18.2,滋賀
2015/10/1,20.7,41,37.4,3,17.9,滋賀
2015/10/8,18.4,30,56,4.1,13.9,滋賀
2015/10/15,17.2,4.5,38.4,2.7,13.4,滋賀
2015/10/22,17.7,0,65.4,2.4,14.8,滋賀
2015/10/29,16.2,6.5,59,4.1,11.9,滋賀
2015/11/5,13.3,11,41.7,2.5,10.9,滋賀
2015/11/12,15.5,34.5,32,2.4,13.7,滋賀
2015/11/19,15.4,77.5,10.6,2.4,14.5,滋賀
2015/11/26,12.3,17.5,12.8,2.4,11.4,滋賀
2015/12/3,9.3,15,35.3,3.2,8.1,滋賀
2015/12/10,9.4,4,36.2,3.6,7.3,滋賀
2015/12/17,10.9,63.5,21.4,3.4,10.2,滋賀
2015/12/24,7.3,27,18.5,2.5,7.9,滋賀
2015/12/31,6,8.5,23.6,3.5,6.8,滋賀
2016/1/1,5.6,9.5,29.6,3.5,6.5,滋賀
2016/1/8,7.4,0.5,27.4,2.5,7.8,滋賀
2016/1/15,5.4,0,30.8,3.4,6,滋賀
2016/1/22,3.7,40,21.3,3.8,5.9,滋賀
2016/1/29,2.2,53.5,31.5,2.9,5.3,滋賀
2016/2/5,5.4,6,37.1,3.2,5.7,滋賀
2016/2/12,4.4,10,40.4,3.6,5.6,滋賀
2016/2/19,6.4,40.5,34.4,3.2,7.5,滋賀
2016/2/26,5.5,22.5,35.6,4,6,滋賀
2016/3/4,5.4,14,46.1,3,6.6,滋賀
2016/3/11,10.4,27,26.1,3.6,9.5,滋賀
2016/3/18,7.1,23,40.4,3.2,7,滋賀
2016/3/25,8.4,18.5,44.3,4.9,7.5,滋賀
2016/4/1,10.1,1,54,2.2,8,滋賀
2016/4/8,13.3,76,21.9,2.4,11.4,滋賀
2016/4/15,12.4,21.5,46.8,3.6,10.4,滋賀
2016/4/22,14.3,30,46.6,3,11.6,滋賀
2016/4/29,15.2,23,34,2.7,12.9,滋賀
2016/5/6,17.1,15.5,59.8,3.5,11.5,滋賀
2016/5/13,16.5,49,34.6,2.1,15,滋賀
2016/5/20,18.5,31.5,66.8,2.8,14.6,滋賀
2016/5/27,21.5,9,53.8,2.3,16.6,滋賀
2016/6/3,19.4,25,53.8,3.3,16,滋賀
2016/6/10,21,16,43.9,2,18.1,滋賀
2016/6/17,22.9,42,32.2,2.6,21.2,滋賀
2016/6/24,23.2,100,33.3,2,22.7,滋賀
2016/7/1,22.9,79,23.9,2,22,滋賀
2016/7/8,26.8,40.5,36.9,2.2,26.8,滋賀
2016/7/15,25.7,58,30.8,2.2,26.1,滋賀
2016/7/22,26,3,61.7,2.7,24.3,滋賀
2016/7/29,26.2,55.5,44.1,1.9,25.2,滋賀
2016/8/5,28.4,0,82.2,2.3,26.8,滋賀
2016/8/12,28.6,0,82,3.1,25.5,滋賀
2016/8/19,28.6,10,52.9,2.4,28.7,滋賀
2016/8/26,29,6.5,60.1,3,27.6,滋賀
2016/9/2,25.4,91.5,38.4,2.7,22,滋賀
2016/9/9,26.8,28,35.8,2.9,26.3,滋賀
2016/9/16,24.8,30.5,24.8,2.4,23.6,滋賀
2016/9/23,22.9,135,4.3,2.5,24.2,滋賀
2016/9/30,23.2,71.5,22.1,2,23.3,滋賀
2016/10/7,23,28.5,28,2.9,22.3,滋賀
2016/10/14,18.4,22.5,31.5,3.3,14.6,滋賀
2016/10/21,19.6,37.5,48.2,2.8,16.5,滋賀
2016/10/28,16.1,37,26.1,3.4,13.9,滋賀
2016/11/4,13.1,4.5,41.6,3.6,9.9,滋賀
2016/11/11,11.7,14.5,35.4,3.5,9.7,滋賀
2016/11/18,12.2,28,41.9,2.7,10.8,滋賀
2016/11/25,11.8,14,21.1,2.4,11.9,滋賀
2016/12/2,10.1,41.5,19.9,3.4,8.9,滋賀
2016/12/9,9.3,11.5,37.3,2.7,8.6,滋賀
2016/12/16,5.6,40,23.8,4.3,6.7,滋賀
2016/12/23,8,19,18.9,2.2,9,滋賀
2016/12/30,5.9,25,30.1,3.8,6.9,滋賀
2017/1/1,5.8,24.5,25,3.4,7,滋賀
2017/1/8,5.8,19.5,28.9,3.5,6.6,滋賀
2017/1/15,4.4,45.5,14.1,5.4,6.4,滋賀
2017/1/22,3.1,18.5,27.2,4,5.5,滋賀
2017/1/29,1.8,76.5,25.9,2.6,5.8,滋賀
2017/2/5,4.1,25,25,4,6.2,滋賀
2017/2/12,2.2,71,6.1,4.5,5.8,滋賀
2017/2/19,3.7,6,24.5,2.7,6.1,滋賀
2017/2/26,4.9,26,28.7,3.9,6.4,滋賀
2017/3/5,5.5,9.5,49.1,2.7,6.3,滋賀
2017/3/12,5.2,1.5,32.3,3.4,6.1,滋賀
2017/3/19,7.1,10.5,38.3,4,7,滋賀
2017/3/26,7.9,47.5,40.8,3.4,6.8,滋賀
2017/4/2,8.5,8.5,50.2,3,7.4,滋賀
2017/4/9,13.2,29.5,32.1,2.3,11.8,滋賀
2017/4/16,12.5,24,42.3,2.8,10,滋賀
2017/4/23,13.7,33,48,3.6,10.8,滋賀
2017/4/30,14.4,20,55.7,2.5,10.7,滋賀
2017/5/7,17.3,1,56.9,2.6,12.7,滋賀
2017/5/14,18.3,50,31.2,2,15,滋賀
2017/5/21,18.7,0,66.4,2.3,13.1,滋賀
2017/5/28,20.3,19.5,48.9,2.7,16.5,滋賀
2017/6/4,20.5,27,67.8,3.5,15.6,滋賀
2017/6/11,19.5,24.5,53.5,2.8,15.7,滋賀
2017/6/18,20.2,0,74.5,3.4,14.4,滋賀
2017/6/25,22.4,68,44,2.3,19.3,滋賀
2017/7/2,24.3,90.5,20.8,1.9,24.7,滋賀
2017/7/9,26.2,53.5,44.4,2.1,25.9,滋賀
2017/7/16,27.9,1.5,37.6,2,28.1,滋賀
2017/7/23,28,125.5,44.8,2.3,27.9,滋賀
2017/7/30,27.7,82,25.4,2.2,29.1,滋賀
2017/8/6,28.8,8.5,52.9,2.7,28,滋賀
2017/8/13,27.5,92.5,42.8,3.8,27.8,滋賀
2017/8/20,26.5,54.5,38.8,2,27.8,滋賀
2017/8/27,28,18.5,44.1,2.3,27.8,滋賀
2017/9/3,25.9,0.5,62.5,4.5,22.1,滋賀
2017/9/10,23.8,15.5,42,2.3,22.4,滋賀
2017/9/17,23.1,56.5,22.5,3.3,20.9,滋賀
2017/9/24,21.7,11.5,38.8,2.6,19,滋賀
2017/10/1,20.9,10.5,53.2,2.6,17.8,滋賀
2017/10/8,19,56.5,25.8,3,16.9,滋賀
2017/10/15,19.8,11,25.9,2,19.2,滋賀
2017/10/22,16,265,5.4,2.6,15.8,滋賀
2017/10/29,15,116.5,24,3.9,13.5,滋賀
2017/11/5,12.7,2,50.1,3.4,10.3,滋賀
2017/11/12,13.1,7.5,41.5,3.3,11.2,滋賀
2017/11/19,9.6,35,23.4,3.1,9.3,滋賀
2017/11/26,7.5,20.5,26.9,2.9,7.6,滋賀
2017/12/3,8.9,8,33.8,2.3,9,滋賀
2017/12/10,5.9,1.5,29,2.8,6.3,滋賀
2017/12/17,4,20.5,19.6,4.2,5.8,滋賀
2017/12/24,4.6,30.5,35.9,2.3,6.5,滋賀
2017/12/31,4.4,37,4.8,4.7,6.5,滋賀
2018/1/1,4.2,40,5.9,4.6,6.3,滋賀
2018/1/8,3.9,41,13.1,3.7,6.4,滋賀
2018/1/15,2.9,6.5,43.2,3.9,4.9,滋賀
2018/1/22,5.9,21.5,24.2,2.2,7.3,滋賀
2018/1/29,0.7,31.5,17.8,5.3,5,滋賀
2018/2/5,1.6,9,27.6,2.8,5.4,滋賀
2018/2/12,1.3,19,33.7,3.5,4.8,滋賀
2018/2/19,3.6,5,33.2,3.9,5.2,滋賀
2018/2/26,5,0,48.3,2.7,5.9,滋賀
2018/3/5,8,35.5,37.3,3.4,7.9,滋賀
2018/3/12,6.3,32.5,41.2,4.3,6.8,滋賀
2018/3/19,9.8,34.5,49.8,2.5,8.9,滋賀
2018/3/26,8.3,47.5,40.7,2.9,8.5,滋賀
2018/4/2,12.8,0,73.3,2.4,9.7,滋賀
2018/4/9,11.5,35,27.7,2.7,10.4,滋賀
2018/4/16,13.1,40,42.8,3.8,10.6,滋賀
2018/4/23,15.7,24,68.3,1.9,11.8,滋賀
2018/4/30,16.1,56.5,42.4,2.4,13.2,滋賀
2018/5/7,16.8,78,40.1,2.3,13.9,滋賀
2018/5/14,15.5,75.5,42.8,3,13.5,滋賀
2018/5/21,19.3,26.5,47.1,2.8,16.4,滋賀
2018/5/28,20,14.5,53.1,2.3,14.5,滋賀
2018/6/4,20.3,49.5,53.1,2.3,17.2,滋賀
2018/6/11,21.5,54.5,24.2,2.2,21.1,滋賀
2018/6/18,20.1,3,46.6,3.4,17.7,滋賀
2018/6/25,22.4,66,44.1,1.9,20.8,滋賀
2018/7/2,27.2,86.5,38.2,2.7,26.3,滋賀
2018/7/9,25.8,279.5,20,2.7,27.1,滋賀
2018/7/16,28.5,0,71.2,2.1,28.7,滋賀
2018/7/23,30.6,0,91.2,2.5,29.9,滋賀
2018/7/30,29.1,31,62.5,3.2,27.9,滋賀
2018/8/6,29.7,0,83.3,2.8,28.6,滋賀
2018/8/13,28.6,1,50.2,3,29.1,滋賀
2018/8/20,26.8,1,50.9,3.1,23.8,滋賀
2018/8/27,29.4,49.5,49.2,3.7,28.4,滋賀
2018/9/3,26.9,38,34.5,2.4,27,滋賀
2018/9/10,24.7,126,14,2.9,25.9,滋賀
2018/9/17,22.9,41.5,12.6,1.9,23.6,滋賀
2018/9/24,21.8,33,32.9,2,20.9,滋賀
2018/10/1,20.3,107,22.1,2.8,19.3,滋賀
2018/10/8,21.2,26,33,2.4,19.7,滋賀
2018/10/15,18.3,9.5,29.5,2.5,16.1,滋賀
2018/10/22,16.8,0,55.7,2.9,13.7,滋賀
2018/10/29,16.1,16.5,39.2,3,13.2,滋賀
2018/11/5,13.6,3,33.3,2.5,11.9,滋賀
2018/11/12,16.1,48.5,38.7,2.7,14.1,滋賀
2018/11/19,12.9,0.5,38.6,3.4,10.4,滋賀
2018/11/26,9.8,10.5,33.2,2.9,9.2,滋賀
2018/12/3,11.2,9,34.7,2.3,10.6,滋賀
2018/12/10,9.7,33,16.6,4,10,滋賀
2018/12/17,6.5,33,18.8,3.6,7.3,滋賀
2018/12/24,8.7,21,20.8,3,8.9,滋賀
2018/12/31,4,41,18.2,4.2,6.6,滋賀
2019/1/1,3.9,41,16.5,4.3,6.5,滋賀
2019/1/8,5.2,9.5,17.4,3.4,6.6,滋賀
2019/1/15,4.3,3.5,25.5,3.2,6.1,滋賀
2019/1/22,4.8,20,17.3,3.5,6.9,滋賀
2019/1/29,4.1,16.5,18.2,4.5,6.1,滋賀
2019/2/5,5.1,25,31.9,2.9,6.8,滋賀
2019/2/12,4.8,2.5,12,3.4,6.6,滋賀
2019/2/19,4.8,12.5,26,3,6.4,滋賀
2019/2/26,7.5,2.5,46,3.8,7.3,滋賀
2019/3/5,7.9,30.5,28.6,3,7.9,滋賀
2019/3/12,7.9,42.5,26.6,3.1,8.6,滋賀
2019/3/19,6.1,6,31.9,2.8,7.1,滋賀
2019/3/26,9.4,5,37.3,3.2,8.3,滋賀
2019/4/2,8.4,23.5,39.5,3.5,7.9,滋賀
2019/4/9,10.5,15.5,67.8,3.4,8,滋賀
2019/4/16,10.5,30,49.8,3.5,8.5,滋賀
2019/4/23,14.6,6,45.2,2.2,12.2,滋賀
2019/4/30,14,53,17.2,2.8,13.2,滋賀
2019/5/7,15.6,13.5,63.2,2.7,12.1,滋賀
2019/5/14,17.2,0,64.5,2,12.8,滋賀
2019/5/21,20.1,49.5,53.1,3.6,14.8,滋賀
2019/5/28,21.1,11.5,70.9,2.1,14.3,滋賀
2019/6/4,20.5,0,51.9,2.3,16.1,滋賀
2019/6/11,20.9,61,27.7,2.5,19.4,滋賀
2019/6/18,20.6,33,47.1,3.3,17.8,滋賀
2019/6/25,23,0,63,2.6,19.6,滋賀
2019/7/2,24.5,62,15.1,1.9,26.3,滋賀
